dataset_key,duplicate_keys,zotero_keys,data_source,study_code,tech_type,species_code,species,bird_id,age,sex,date_time,year,yday,week,week_date,season,x_coord,y_coord,grid_id,outlier
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4292,,,5/19/2014 18:40,2014,139,20,1000-05-19,spring,-83.2454,41.62301,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4292,,,5/19/2014 18:46,2014,139,20,1000-05-19,spring,-83.3383,41.6989,7197607,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4296,,,5/20/2014 4:02,2014,140,21,1000-05-26,spring,-81.0789,43.2567,7123825,
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4281,,,5/20/2014 7:30,2014,140,21,1000-05-26,spring,-83.2241,41.6158,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4276,,,5/20/2014 8:30,2014,140,21,1000-05-26,spring,-83.2241,41.6158,7201708,
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4283,,,5/20/2014 8:30,2014,140,21,1000-05-26,spring,-83.2241,41.6158,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4283,,,5/20/2014 8:30,2014,140,21,1000-05-26,spring,-83.217,41.6394,7201709,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4276,,,5/20/2014 8:39,2014,140,21,1000-05-26,spring,-83.217,41.6394,7201709,
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4281,,,5/20/2014 11:39,2014,140,21,1000-05-26,spring,-83.217,41.6394,7201709,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4287,,,5/20/2014 18:31,2014,140,21,1000-05-26,spring,-83.2312,41.63121,7201708,nmg
